# BETA MCTIME VIRIAL1 DELTA ENERGY N1 L ACCEPTANCE ENERGYSQUARE TEMPERATURE DENSITY PRESSURE CV ENERGYERR CVERR N THERMTIME THBIN BTIME VOLUME PRERR ENERGYTAIL VIRTAIL CUTOFF U TOTENERGY DELTAIN FILENAME SIMTIME CORRTIME 
0.769231 3600000.0 -0.699686566667 0.1107 -1.64360158333 5 8.24111 0.576203 2.71010930556 1.29999961 0.223332989804 0.122126304524 0.00513795623053 0.0092440542755 0.000417694968986 125 7200 50 10000 559.702353467 0.00474043949533 -0.0267408225813 -0.0534780028368 4.120555 -1.67034240591 0.279657009086 0.1107 ./data/phasediag2/test0037.out 0.0 35428.3258099 
0.714286 3600000.0 -0.640128258333 0.1117 -1.59196625 5 8.24111 0.590938 2.54099572222 1.39999944 0.223332989804 0.157760900605 0.0033873399972 0.00541024008044 0.00019492341968 125 5500 50 10000 559.702353467 0.00411563890064 -0.0267408225813 -0.0534780028368 4.120555 -1.61870707258 0.481292087419 0.1117 ./data/phasediag2/test0038.out 0.0 15871.6128542 
0.666667 3600000.0 -0.589599752778 0.1127 -1.54721991667 5 8.24111 0.603938 2.40057130556 1.49999925 0.223332989804 0.191378839368 0.0029697074255 0.00494771366366 0.000135395295072 125 5350 50 10000 559.702353467 0.00464129777433 -0.0267408225813 -0.0534780028368 4.120555 -1.57396073925 0.676038135753 0.1127 ./data/phasediag2/test0039.out 0.0 13189.1214695 
1.25 3600000.0 -1.00073836667 0.1013 -3.09265041667 5 7.76808 0.341503 9.59763447222 0.8 0.266666796932 -0.07386089809 0.0517935508027 0.0206100136406 0.0189940375529 125 6050 50 10000 468.749771019 0.011593230447 -0.0381236347353 -0.0762398658688 3.88404 -3.1307740514 -1.9307740514 0.1013 ./data/phasediag2/test0040.out 0.0 46132.1185402 
1.11111 3600000.0 -0.987763338889 0.1023 -2.67507163889 5 7.76808 0.404717 7.19977552778 0.900000900001 0.266666796932 -0.0437339692989 0.0540335395748 0.0389045027503 0.0122796693858 125 8150 50 10000 468.749771019 0.010593792984 -0.0381236347353 -0.0762398658688 3.88404 -2.71319527362 -1.36319392362 0.1023 ./data/phasediag2/test0041.out 0.0 124495.293441 
1.0 3600000.0 -0.966836697222 0.1033 -2.34813238889 5 7.76808 0.460459 5.53906172222 1.0 0.266666796932 -0.0114870891023 0.0253360064732 0.0238958033966 0.00375871698403 125 9700 50 10000 468.749771019 0.0065452114553 -0.0381236347353 -0.0762398658688 3.88404 -2.38625602362 -0.886256023624 0.1033 ./data/phasediag2/test0042.out 0.0 81134.8826446 
0.909091 3600000.0 -0.903853027778 0.1043 -2.11028116667 5 7.76808 0.504089 4.46703952778 1.09999989 0.266666796932 0.0319752146472 0.0113660563143 0.0125060784089 0.00131237594876 125 7500 50 10000 468.749771019 0.0065426018353 -0.0381236347353 -0.0762398658688 3.88404 -2.1484048014 -0.498404966402 0.1043 ./data/phasediag2/test0043.out 0.0 40940.1762793 
0.833333 3600000.0 -0.841935541667 0.1053 -1.98687738889 5 7.76808 0.530844 3.95967541667 1.20000048 0.266666796932 0.0751533893692 0.00832892263459 0.0124738998092 0.00110622935956 125 8600 50 10000 468.749771019 0.00563580590056 -0.0381236347353 -0.0762398658688 3.88404 -2.02500102362 -0.225000303624 0.1053 ./data/phasediag2/test0044.out 0.0 46704.1353361 
0.769231 3600000.0 -0.772701655556 0.1063 -1.92399558333 5 7.76808 0.547101 3.71137275 1.29999961 0.266666796932 0.120282215711 0.00568861010774 0.00824120528591 0.00063905851046 125 7950 50 10000 468.749771019 0.00566899059323 -0.0381236347353 -0.0762398658688 3.88404 -1.96211921807 -0.0121198030684 0.1063 ./data/phasediag2/test0045.out 0.0 25432.6346757 
0.714286 3600000.0 -0.713268675 0.1073 -1.86008822222 5 7.76808 0.562902 3.46690730556 1.39999944 0.266666796932 0.162797652627 0.00356077382093 0.00594986787693 0.000263008303929 125 10400 50 10000 468.749771019 0.00567243273239 -0.0381236347353 -0.0762398658688 3.88404 -1.89821185696 0.201787303043 0.1073 ./data/phasediag2/test0046.out 0.0 18260.6836286 
